ds,trend,Worst Case,Best Case,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Most Likely Case
2014-02-11,-0.07351029497092786,-1.9549404569309041,2.056349046057182,-0.07351029497092786,-0.07351029497092786,0.13217842760821485,0.13217842760821485,0.13217842760821485,0.19517685505502316,0.19517685505502316,0.19517685505502316,-0.06299842744680834,-0.06299842744680834,-0.06299842744680834,0.0,0.0,0.0,0.058668132637287
2014-02-12,-0.07349997906219483,-1.8923570674706285,1.8244619594635876,-0.07349997906219483,-0.07349997906219483,0.08503045849599342,0.08503045849599342,0.08503045849599342,0.14214610292894705,0.14214610292894705,0.14214610292894705,-0.05711564443295363,-0.05711564443295363,-0.05711564443295363,0.0,0.0,0.0,0.01153047943379859
2014-02-13,-0.0734896631534618,-1.8959234899010733,1.9928242632672333,-0.0734896631534618,-0.0734896631534618,0.023108145210414346,0.023108145210414346,0.023108145210414346,0.07400973293627762,0.07400973293627762,0.07400973293627762,-0.05090158772586327,-0.05090158772586327,-0.05090158772586327,0.0,0.0,0.0,-0.050381517943047446
2014-02-14,-0.07347934724472877,-2.064703964805112,1.8930301579218798,-0.07347934724472877,-0.07347934724472877,0.00976808645056261,0.00976808645056261,0.00976808645056261,0.05436329001750559,0.05436329001750559,0.05436329001750559,-0.044595203566942986,-0.044595203566942986,-0.044595203566942986,0.0,0.0,0.0,-0.06371126079416616
2014-02-18,-0.07343808360979667,-1.9617263402582306,2.157836829898459,-0.07343808360979667,-0.07343808360979667,0.17205026505662166,0.17205026505662166,0.17205026505662166,0.19517685505498839,0.19517685505498839,0.19517685505498839,-0.023126589998366743,-0.023126589998366743,-0.023126589998366743,0.0,0.0,0.0,0.09861218144682499
2014-02-19,-0.07342776770106367,-1.86886928836275,1.9257135244993426,-0.07342776770106367,-0.07342776770106367,0.12239184955425905,0.12239184955425905,0.12239184955425905,0.1421461029289265,0.1421461029289265,0.1421461029289265,-0.01975425337466744,-0.01975425337466744,-0.01975425337466744,0.0,0.0,0.0,0.04896408185319538
2014-02-20,-0.07341745179233064,-1.9184092465021394,1.9177787004886615,-0.07341745179233064,-0.07341745179233064,0.056486181742342344,0.056486181742342344,0.056486181742342344,0.07400973293636981,0.07400973293636981,0.07400973293636981,-0.01752355119402746,-0.01752355119402746,-0.01752355119402746,0.0,0.0,0.0,-0.016931270049988296
2014-02-21,-0.07340713588359761,-1.9832190227766828,1.8854314752494767,-0.07340713588359761,-0.07340713588359761,0.03781010296610357,0.03781010296610357,0.03781010296610357,0.0543632900177409,0.0543632900177409,0.0543632900177409,-0.016553187051637323,-0.016553187051637323,-0.016553187051637323,0.0,0.0,0.0,-0.03559703291749404
2014-02-24,-0.07337618815739855,-1.9451788368413572,1.8091677030081983,-0.07337618815739855,-0.07337618815739855,-0.011049109992693098,-0.011049109992693098,-0.011049109992693098,0.010781698219060953,0.010781698219060953,0.010781698219060953,-0.021830808211754052,-0.021830808211754052,-0.021830808211754052,0.0,0.0,0.0,-0.08442529815009164
2014-02-25,-0.07336587224866552,-1.8509861563629522,1.8264486604021952,-0.07336587224866552,-0.07336587224866552,0.1688474307890367,0.1688474307890367,0.1688474307890367,0.1951768550551576,0.1951768550551576,0.1951768550551576,-0.02632942426612093,-0.02632942426612093,-0.02632942426612093,0.0,0.0,0.0,0.09548155854037117
2014-02-26,-0.07335555633993249,-1.880754029615501,1.9432360786265277,-0.07335555633993249,-0.07335555633993249,0.11004430816620786,0.11004430816620786,0.11004430816620786,0.14214610292890592,0.14214610292890592,0.14214610292890592,-0.032101794762698074,-0.032101794762698074,-0.032101794762698074,0.0,0.0,0.0,0.03668875182627537
2014-02-27,-0.07334524043119946,-1.9062402262354987,1.7672594423753891,-0.07334524043119946,-0.07334524043119946,0.03497781917379512,0.03497781917379512,0.03497781917379512,0.07400973293646454,0.07400973293646454,0.07400973293646454,-0.03903191376266943,-0.03903191376266943,-0.03903191376266943,0.0,0.0,0.0,-0.03836742125740434
2014-02-28,-0.07333492452246644,-1.8947524635521757,1.957786447530501,-0.07333492452246644,-0.07333492452246644,0.007395226565254587,0.007395226565254587,0.007395226565254587,0.05436329001762,0.05436329001762,0.05436329001762,-0.046968063452365406,-0.046968063452365406,-0.046968063452365406,0.0,0.0,0.0,-0.06593969795721186
2014-03-03,-0.07330397679626736,-1.9758009549498492,1.8675009675605294,-0.07330397679626736,-0.07330397679626736,-0.06405793560288159,-0.06405793560288159,-0.06405793560288159,0.010781698218518139,0.010781698218518139,0.010781698218518139,-0.07483963382139971,-0.07483963382139971,-0.07483963382139971,0.0,0.0,0.0,-0.13736191239914897
2014-03-04,-0.07329366088753435,-1.8679917126783714,1.9900990370283522,-0.07329366088753435,-0.07329366088753435,0.11046853466981517,0.11046853466981517,0.11046853466981517,0.19517685505488674,0.19517685505488674,0.19517685505488674,-0.08470832038507156,-0.08470832038507156,-0.08470832038507156,0.0,0.0,0.0,0.03717487378228082
2014-03-05,-0.07328334497880133,-1.8929472648340229,2.038026999057389,-0.07328334497880133,-0.07328334497880133,0.04770799605326154,0.04770799605326154,0.04770799605326154,0.14214610292887478,0.14214610292887478,0.14214610292887478,-0.09443810687561323,-0.09443810687561323,-0.09443810687561323,0.0,0.0,0.0,-0.025575348925539795
2014-03-06,-0.0732730290700683,-2.0445606217645915,1.8838349032958406,-0.0732730290700683,-0.0732730290700683,-0.029751266355384862,-0.029751266355384862,-0.029751266355384862,0.07400973293631562,0.07400973293631562,0.07400973293631562,-0.10376099929170048,-0.10376099929170048,-0.10376099929170048,0.0,0.0,0.0,-0.10302429542545316
2014-03-07,-0.07326271316133527,-1.9339268590979295,1.7916429889076726,-0.07326271316133527,-0.07326271316133527,-0.05804708625728298,-0.05804708625728298,-0.05804708625728298,0.05436329001749908,0.05436329001749908,0.05436329001749908,-0.11241037627478205,-0.11241037627478205,-0.11241037627478205,0.0,0.0,0.0,-0.13130979941861826
