ds,trend,Worst Case,Best Case,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Most Likely Case
2014-02-11,0.005384996037946965,-5.097694539634761,5.3586407961337015,0.005384996037946965,0.005384996037946965,0.010788607935217543,0.010788607935217543,0.010788607935217543,0.23171871412578762,0.23171871412578762,0.23171871412578762,-0.22093010619057007,-0.22093010619057007,-0.22093010619057007,0.0,0.0,0.0,0.01617360397316451
2014-02-12,0.005442930767074585,-5.265359502354151,5.369773990838681,0.005442930767074585,0.005442930767074585,0.05324009747549947,0.05324009747549947,0.05324009747549947,0.2688523137654571,0.2688523137654571,0.2688523137654571,-0.2156122162899576,-0.2156122162899576,-0.2156122162899576,0.0,0.0,0.0,0.058683028242574056
2014-02-13,0.005500865496202204,-5.376420704248576,5.024576815996565,0.005500865496202204,0.005500865496202204,-0.19714828368958884,-0.19714828368958884,-0.19714828368958884,0.013268104307010361,0.013268104307010361,0.013268104307010361,-0.21041638799659917,-0.21041638799659917,-0.21041638799659917,0.0,0.0,0.0,-0.19164741819338663
2014-02-14,0.005558800225329823,-5.558423471092765,5.190932689412894,0.005558800225329823,0.005558800225329823,-0.12853813136249134,-0.12853813136249134,-0.12853813136249134,0.07683134138316586,0.07683134138316586,0.07683134138316586,-0.20536947274565717,-0.20536947274565717,-0.20536947274565717,0.0,0.0,0.0,-0.12297933113716152
2014-02-18,0.0057905391418403,-4.714222315476964,5.119848308285099,0.0057905391418403,0.0057905391418403,0.044599332779639754,0.044599332779639754,0.044599332779639754,0.23171871412583328,0.23171871412583328,0.23171871412583328,-0.18711938134619352,-0.18711938134619352,-0.18711938134619352,0.0,0.0,0.0,0.050389871921480055
2014-02-19,0.005848473870967918,-5.270856751505707,5.423989719146975,0.005848473870967918,0.005848473870967918,0.08567726098698876,0.08567726098698876,0.08567726098698876,0.2688523137654994,0.2688523137654994,0.2688523137654994,-0.18317505277851065,-0.18317505277851065,-0.18317505277851065,0.0,0.0,0.0,0.09152573485795668
2014-02-20,0.005906408600095537,-5.485595616822844,4.747156353681936,0.005906408600095537,0.005906408600095537,-0.1662877673392449,-0.1662877673392449,-0.1662877673392449,0.013268104307318755,0.013268104307318755,0.013268104307318755,-0.17955587164656367,-0.17955587164656367,-0.17955587164656367,0.0,0.0,0.0,-0.16038135873914938
2014-02-21,0.005964343329223157,-5.6559368840712905,4.844478601265108,0.005964343329223157,0.005964343329223157,-0.09948740916374993,-0.09948740916374993,-0.09948740916374993,0.07683134138327817,0.07683134138327817,0.07683134138327817,-0.1763187505470281,-0.1763187505470281,-0.1763187505470281,0.0,0.0,0.0,-0.09352306583452677
2014-02-24,0.006138147516606014,-5.1396901958548025,4.888394940161326,0.006138147516606014,0.006138147516606014,-0.3748901707360489,-0.3748901707360489,-0.3748901707360489,-0.20524592168383543,-0.20524592168383543,-0.20524592168383543,-0.16964424905221348,-0.16964424905221348,-0.16964424905221348,0.0,0.0,0.0,-0.3687520232194429
2014-02-25,0.0061960822457336326,-5.340290759390632,5.778413304681891,0.0061960822457336326,0.0061960822457336326,0.06298721797732539,0.06298721797732539,0.06298721797732539,0.231718714126518,0.231718714126518,0.231718714126518,-0.16873149614919264,-0.16873149614919264,-0.16873149614919264,0.0,0.0,0.0,0.06918330022305902
2014-02-26,0.006254016974861252,-4.967669736086429,5.455938863470717,0.006254016974861252,0.006254016974861252,0.10020985183929056,0.10020985183929056,0.10020985183929056,0.26885231376554175,0.26885231376554175,0.26885231376554175,-0.16864246192625115,-0.16864246192625115,-0.16864246192625115,0.0,0.0,0.0,0.1064638688141518
2014-02-27,0.00631195170398887,-5.167324678561143,4.730274041187656,0.00631195170398887,0.00631195170398887,-0.15621283310358744,-0.15621283310358744,-0.15621283310358744,0.013268104307930755,0.013268104307930755,0.013268104307930755,-0.16948093741151818,-0.16948093741151818,-0.16948093741151818,0.0,0.0,0.0,-0.14990088139959856
2014-02-28,0.0063698864331164905,-4.925128498370328,5.0195877877498445,0.0063698864331164905,0.0063698864331164905,-0.09451492937250146,-0.09451492937250146,-0.09451492937250146,0.07683134138332895,0.07683134138332895,0.07683134138332895,-0.1713462707558304,-0.1713462707558304,-0.1713462707558304,0.0,0.0,0.0,-0.08814504293938497
2014-03-03,0.006543690620499348,-5.467120443709631,4.796798891570817,0.006543690620499348,0.006543690620499348,-0.3891561561400249,-0.3891561561400249,-0.3891561561400249,-0.20524592168464253,-0.20524592168464253,-0.20524592168464253,-0.18391023445538232,-0.18391023445538232,-0.18391023445538232,0.0,0.0,0.0,-0.38261246551952555
2014-03-04,0.006601625349626966,-5.356721846675113,4.839138031358012,0.006601625349626966,0.006601625349626966,0.04113396272868288,0.04113396272868288,0.04113396272868288,0.23171871412539827,0.23171871412539827,0.23171871412539827,-0.19058475139671538,-0.19058475139671538,-0.19058475139671538,0.0,0.0,0.0,0.04773558807830985
2014-03-05,0.006659560078754586,-4.810354665564677,5.323542094608118,0.006659560078754586,0.006659560078754586,0.07034178932642034,0.07034178932642034,0.07034178932642034,0.2688523137652229,0.2688523137652229,0.2688523137652229,-0.19851052443880257,-0.19851052443880257,-0.19851052443880257,0.0,0.0,0.0,0.07700134940517492
