ds,trend,Worst Case,Best Case,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Most Likely Case
2014-02-11,0.058779861890056136,-1.0932954674345248,1.379783486976402,0.058779861890056136,0.058779861890056136,0.09374691452712744,0.09374691452712744,0.09374691452712744,0.010187554588249666,0.010187554588249666,0.010187554588249666,0.08355935993887777,0.08355935993887777,0.08355935993887777,0.0,0.0,0.0,0.15252677641718357
2014-02-12,0.058760002608566286,-1.1427348489118954,1.3307480666509244,0.058760002608566286,0.058760002608566286,-0.001578138014371808,-0.001578138014371808,-0.001578138014371808,-0.07529693491729127,-0.07529693491729127,-0.07529693491729127,0.07371879690291946,0.07371879690291946,0.07371879690291946,0.0,0.0,0.0,0.05718186459419448
2014-02-13,0.05874014332707643,-1.1868911490134333,1.3643152068447553,0.05874014332707643,0.05874014332707643,0.03401154230694488,0.03401154230694488,0.03401154230694488,-0.028633456727404097,-0.028633456727404097,-0.028633456727404097,0.06264499903434897,0.06264499903434897,0.06264499903434897,0.0,0.0,0.0,0.09275168563402131
2014-02-14,0.058720284045586574,-1.168671161497804,1.3387479756607257,0.058720284045586574,0.058720284045586574,0.045169949609031305,0.045169949609031305,0.045169949609031305,-0.005277518501227466,-0.005277518501227466,-0.005277518501227466,0.05044746811025877,0.05044746811025877,0.05044746811025877,0.0,0.0,0.0,0.10389023365461789
2014-02-18,0.05864084691962715,-1.1443366941968842,1.2706795396640624,0.05864084691962715,0.05864084691962715,0.003415438884465518,0.003415438884465518,0.003415438884465518,0.01018755458823591,0.01018755458823591,0.01018755458823591,-0.006772115703770394,-0.006772115703770394,-0.006772115703770394,0.0,0.0,0.0,0.06205628580409267
2014-02-19,0.05862098763813729,-1.2665585928735992,1.1466480620362713,0.05862098763813729,0.05862098763813729,-0.09766361440944786,-0.09766361440944786,-0.09766361440944786,-0.07529693491730266,-0.07529693491730266,-0.07529693491730266,-0.022366679492145193,-0.022366679492145193,-0.022366679492145193,0.0,0.0,0.0,-0.03904262677131057
2014-02-20,0.058601128356647436,-1.301016953101513,1.1915887507788472,0.058601128356647436,0.058601128356647436,-0.06675444852459092,-0.06675444852459092,-0.06675444852459092,-0.028633456727291052,-0.028633456727291052,-0.028633456727291052,-0.038120991797299865,-0.038120991797299865,-0.038120991797299865,0.0,0.0,0.0,-0.008153320167943484
2014-02-21,0.05858126907515758,-1.303785931590191,1.2275951550526156,0.05858126907515758,0.05858126907515758,-0.05912906723723528,-0.05912906723723528,-0.05912906723723528,-0.0052775185012736035,-0.0052775185012736035,-0.0052775185012736035,-0.053851548735961687,-0.053851548735961687,-0.053851548735961687,0.0,0.0,0.0,-0.0005477981620777006
2014-02-24,0.05852169123068801,-1.2530009397357569,1.1758811025153986,0.05852169123068801,0.05852169123068801,-0.10605213415888876,-0.10605213415888876,-0.10605213415888876,-0.006936901933580041,-0.006936901933580041,-0.006936901933580041,-0.09911523222530873,-0.09911523222530873,-0.09911523222530873,0.0,0.0,0.0,-0.047530442928200745
2014-02-25,0.058501831949198155,-1.21468976241225,1.168868906179627,0.058501831949198155,0.058501831949198155,-0.10281499145486989,-0.10281499145486989,-0.10281499145486989,0.010187554588175069,0.010187554588175069,0.010187554588175069,-0.11300254604304495,-0.11300254604304495,-0.11300254604304495,0.0,0.0,0.0,-0.04431315950567173
