ds,trend,Worst Case,Best Case,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,Most Likely Case
2014-02-11,-0.24025792875930532,-1.5970827162876835,1.3295360896030899,-0.24025792875930532,-0.24025792875930532,0.16841262028865178,0.16841262028865178,0.16841262028865178,0.22179619922274976,0.22179619922274976,0.22179619922274976,-0.05338357893409797,-0.05338357893409797,-0.05338357893409797,0.0,0.0,0.0,-0.07184530847065354
2014-02-12,-0.24021805693588258,-1.502096112624992,1.5313632765967777,-0.24021805693588258,-0.24021805693588258,0.15114634819309974,0.15114634819309974,0.15114634819309974,0.2050614189455765,0.2050614189455765,0.2050614189455765,-0.05391507075247679,-0.05391507075247679,-0.05391507075247679,0.0,0.0,0.0,-0.08907170874278283
2014-02-13,-0.24017818511245986,-1.615304924437446,1.4674034547963415,-0.24017818511245986,-0.24017818511245986,0.12403290212461646,0.12403290212461646,0.12403290212461646,0.17936706373342295,0.17936706373342295,0.17936706373342295,-0.05533416160880652,-0.05533416160880652,-0.05533416160880652,0.0,0.0,0.0,-0.1161452829878434
2014-02-14,-0.24013831328903712,-1.5895443843573445,1.6207180070131069,-0.24013831328903712,-0.24013831328903712,0.25651444405142276,0.25651444405142276,0.25651444405142276,0.31422997203618114,0.31422997203618114,0.31422997203618114,-0.05771552798475839,-0.05771552798475839,-0.05771552798475839,0.0,0.0,0.0,0.016376130762385643
2014-02-18,-0.23997882599534623,-1.6708662247822783,1.3742252687628183,-0.23997882599534623,-0.23997882599534623,0.14428003437161988,0.14428003437161988,0.14428003437161988,0.2217961992224549,0.2217961992224549,0.2217961992224549,-0.07751616485083501,-0.07751616485083501,-0.07751616485083501,0.0,0.0,0.0,-0.09569879162372635
2014-02-19,-0.23993895417192349,-1.5544547964371465,1.3856971259112316,-0.23993895417192349,-0.23993895417192349,0.12011448599270348,0.12011448599270348,0.12011448599270348,0.2050614189456121,0.2050614189456121,0.2050614189456121,-0.08494693295290862,-0.08494693295290862,-0.08494693295290862,0.0,0.0,0.0,-0.11982446817922
2014-02-20,-0.23989908234850074,-1.544373865835131,1.4666271737296825,-0.23989908234850074,-0.23989908234850074,0.08614283377913308,0.08614283377913308,0.08614283377913308,0.1793670637335084,0.1793670637335084,0.1793670637335084,-0.09322422995437532,-0.09322422995437532,-0.09322422995437532,0.0,0.0,0.0,-0.15375624856936765
2014-02-21,-0.23985921052507803,-1.5583764913980953,1.4676673775829168,-0.23985921052507803,-0.23985921052507803,0.21201123813281433,0.21201123813281433,0.21201123813281433,0.31422997203674435,0.31422997203674435,0.31422997203674435,-0.10221873390393,-0.10221873390393,-0.10221873390393,0.0,0.0,0.0,-0.027847972392263692
2014-02-24,-0.2397395950548098,-1.626709233260887,1.393289139669106,-0.2397395950548098,-0.2397395950548098,0.05748121602421839,0.05748121602421839,0.05748121602421839,0.18924852826853175,0.18924852826853175,0.18924852826853175,-0.13176731224431337,-0.13176731224431337,-0.13176731224431337,0.0,0.0,0.0,-0.1822583790305914
2014-02-25,-0.2396997232313871,-1.7626721931475493,1.3778326141691022,-0.2396997232313871,-0.2396997232313871,0.08003085427113468,0.08003085427113468,0.08003085427113468,0.22179619922274232,0.22179619922274232,0.22179619922274232,-0.14176534495160764,-0.14176534495160764,-0.14176534495160764,0.0,0.0,0.0,-0.15966886896025242
