Stock,ds,daily_mae,daily_rmse,daily_mape
AAPL,0,5.311861533466981,5.311861533466981,2.967686111205718
AAPL,1,4.576729753971904,4.576729753971904,2.565575295493544
AAPL,2,5.6522976947699135,5.6522976947699135,3.143658286336527
AAPL,3,6.057090689622328,6.057090689622328,3.3518291542166843
AAPL,4,3.61961372825499,3.61961372825499,2.0238264493879936
AAPL,5,2.914885804779715,2.914885804779715,1.630979064945335
AAPL,6,0.7162480628285266,0.7162480628285266,0.40431729466897876
AAPL,7,1.1461106028173447,1.1461106028173447,0.6517917576698544
AAPL,8,1.934644432985806,1.934644432985806,1.1026127658485405
AAPL,9,4.753696336334542,4.753696336334542,2.749708585187082
AAPL,10,4.622788177320672,4.622788177320672,2.6721318944050125
AAPL,11,4.026273983158262,4.026273983158262,2.3214217749555615
AAPL,12,6.0582393688032425,6.0582393688032425,3.5407592943848307
AAPL,13,9.813727692735483,9.813727692735483,5.88035695885094
AAPL,14,7.808267385428735,7.808267385428735,4.641699755538795
AAPL,15,4.894272427707591,4.894272427707591,2.8740810503667715
AAPL,16,3.52278137151373,3.52278137151373,2.0628806484616504
AAPL,17,0.5246296114351026,0.5246296114351026,0.30156326249003296
AAPL,18,4.763242526209069,4.763242526209069,2.68245893435823
AAPL,19,4.165427400827866,4.165427400827866,2.358011630200665
AAPL,20,6.781723264399716,6.781723264399716,3.783810425744316
AAPL,21,9.09488340598,9.09488340598,5.002135650430449
AAPL,22,9.65808339330124,9.65808339330124,5.28081547680725
AAPL,23,8.461068143991753,8.461068143991753,4.638489103736203
AAPL,24,11.547066429808183,11.547066429808183,6.19477833042245
AAPL,25,8.93002800840486,8.93002800840486,4.8322661585150435
AAPL,26,10.544040275736734,10.544040275736734,5.62528816602678
AAPL,27,10.005136596495504,10.005136596495504,5.321598260102987
AAPL,28,10.554779143411906,10.554779143411906,5.56363859041516
AAPL,29,9.384701453089292,9.384701453089292,4.947388545681606
AAPL,30,10.043049437449554,10.043049437449554,5.2457819783432305
AAPL,31,8.178429457567262,8.178429457567262,4.289986090931211
AAPL,32,7.894427371716574,7.894427371716574,4.126510622791
AAPL,33,5.686667770228695,5.686667770228695,2.9934556686253035
AAPL,34,4.7468028127786965,4.7468028127786965,2.5010817117329687
AAPL,35,4.714585070285466,4.714585070285466,2.476147700324332
AAPL,36,3.1755898219962546,3.1755898219962546,1.676923432369056
AAPL,37,3.3740403439742295,3.3740403439742295,1.776278177510891
AAPL,38,4.340931364257358,4.340931364257358,2.2698866552859025
AAPL,39,2.306362562467257,2.306362562467257,1.2175276627997922
AAPL,40,6.110171086505943,6.110171086505943,3.159017239349228
AAPL,41,4.813052804812742,4.813052804812742,2.5026271950472396
AAPL,42,6.605845316206796,6.605845316206796,3.4003423950833866
AAPL,43,7.8233741819854,7.8233741819854,3.9974318704221212
AAPL,44,5.015998977864456,5.015998977864456,2.5965416544367153
AAPL,45,6.28301088618673,6.28301088618673,3.226855667166518
AAPL,46,9.215495825335893,9.215495825335893,4.6552311137552325
AAPL,47,9.029681701836125,9.029681701836125,4.557913115954182
AAPL,48,8.065652482318882,8.065652482318882,4.082427586836542
AAPL,49,5.888118753059189,5.888118753059189,3.0058291752541293
AAPL,50,6.471026188633459,6.471026188633459,3.285785573481306
AAPL,51,3.918857876401944,3.918857876401944,2.011424236294034
AAPL,52,3.44268164388356,3.44268164388356,1.7683797890916193
AAPL,53,2.1279840770321243,2.1279840770321243,1.099165294392768
AAPL,54,1.4391043995892971,1.4391043995892971,0.7454568126598086
AAPL,55,1.5489845077672726,1.5489845077672726,0.8019593873750914
AAPL,56,2.056830094358247,2.056830094358247,1.062521993440897
AAPL,57,1.1636306811060422,1.1636306811060422,0.6043892839992941
AAPL,58,5.483519765001802,5.483519765001802,2.9538460369697517
AAPL,59,6.50803898780805,6.50803898780805,3.5321785551197014
AAPL,60,8.287588547736505,8.287588547736505,4.555872893681192
AAPL,61,8.078655356135641,8.078655356135641,4.458911404523715
AAPL,62,2.5654149423512536,2.5654149423512536,1.3825258547662893
AAPL,63,1.9178692999653606,1.9178692999653606,1.0359021855287924
AAPL,64,0.0994779774923984,0.0994779774923984,0.05342820569740525
AAPL,65,0.27180156701570013,0.27180156701570013,0.1464527034748415
AAPL,66,1.2127986887317093,1.2127986887317093,0.6523228811726001
AAPL,67,0.6171042392043091,0.6171042392043091,0.3360584995889575
AAPL,68,1.179344049842257,1.179344049842257,0.6455792079734455
AAPL,69,5.112270327124833,5.112270327124833,2.710210568197176
AAPL,70,8.242130680714581,8.242130680714581,4.302636659928702
AAPL,71,10.599744032366289,10.599744032366289,5.466885381264381
AAPL,72,11.612045058181138,11.612045058181138,5.949403368136313
AAPL,73,10.305386747846569,10.305386747846569,5.298399356219316
AAPL,74,9.152066704177741,9.152066704177741,4.7134298761308235
AAPL,75,6.47554727486704,6.47554727486704,3.3653192685208793
AAPL,76,4.917014825208298,4.917014825208298,2.5645516793291434
AAPL,77,0.5246699230747254,0.5246699230747254,0.27902039024025943
AAPL,78,3.5838801550007986,3.5838801550007986,1.9435359401436112
AAPL,79,1.3215759365916995,1.3215759365916995,0.707254592890378
AAPL,80,2.306673024650081,2.306673024650081,1.2411476722606614
AAPL,81,0.24673275986424414,0.24673275986424414,0.1314646043760653
AAPL,82,1.6126892782153561,1.6126892782153561,0.8519224787198867
AAPL,83,1.9506526588857014,1.9506526588857014,1.0298572520834182
AAPL,84,1.095528506218642,1.095528506218642,0.5817377143218455
ABBV,0,1.2256303131580353,1.2256303131580353,0.8219638576494976
ABBV,1,0.8534421771764755,0.8534421771764755,0.5732031571462354
ABBV,2,0.1360992193222046,0.1360992193222046,0.09113380384332674
ABBV,3,0.45223383605480194,0.45223383605480194,0.30494526415954887
ABBV,4,0.40130715072155,0.40130715072155,0.27122677244643467
ABBV,5,0.711863711476326,0.711863711476326,0.4835045385681373
ABBV,6,1.6753428429365158,1.6753428429365158,1.123034538939551
ABBV,7,2.1022175401449203,2.1022175401449203,1.408237913541884
ABBV,8,1.4419447481632233,1.4419447481632233,0.9908910842686839
ABBV,9,0.5700769126415253,0.5700769126415253,0.3898495037254278
ABBV,10,1.9841837882995605,1.9841837882995605,1.3709554666434722
ABBV,11,0.314140722155571,0.314140722155571,0.21470899282174136
ABBV,12,1.324704423546791,1.324704423546791,0.9119540641896764
ABBV,13,1.3472714573144913,1.3472714573144913,0.9278729239882408
ABBV,14,7.566316664218903,7.566316664218903,5.4461362291123825
ABBV,15,4.378742694854736,4.378742694854736,3.086012202192022
ABBV,16,4.812943741679192,4.812943741679192,3.40908343346644
ABBV,17,3.163977324962616,3.163977324962616,2.2208024832267923
ABBV,18,2.036056771874428,2.036056771874428,1.4212319209444568
ABBV,19,3.5906073600053787,3.5906073600053787,2.538967194523587
ABBV,20,3.5557359904050827,3.5557359904050827,2.5182266765263894
ABBV,21,2.3295712918043137,2.3295712918043137,1.6386967021619638
ABBV,22,2.2033812552690506,2.2033812552690506,1.551349203834696
ABBV,23,5.993604868650436,5.993604868650436,4.341933613562802
ABBV,24,5.2016371339559555,5.2016371339559555,3.753255841983036
ABBV,25,4.903136283159256,4.903136283159256,3.5365957189446933
ABBV,26,5.181063190102577,5.181063190102577,3.7527620467352927
ABBV,27,5.315815530717373,5.315815530717373,3.8632378596831733
ABBV,28,4.296074219048023,4.296074219048023,3.1067936483748557
ABBV,29,4.040409125387669,4.040409125387669,2.921481588019614
ABBV,30,3.795814573764801,3.795814573764801,2.744425306028033
ABBV,31,3.1675730124115944,3.1675730124115944,2.2832646939834116
ABBV,32,3.2134971395134926,3.2134971395134926,2.320717203137449
ABBV,33,2.7623590007424355,2.7623590007424355,1.992037958619557
ABBV,34,2.125381074845791,2.125381074845791,1.5280617807211767
ABBV,35,2.9810284972190857,2.9810284972190857,2.158914004698863
ABBV,36,2.380925692617893,2.380925692617893,1.7190799224677928
ABBV,37,1.6751450523734093,1.6751450523734093,1.1764485283755046
ABBV,38,2.5472536608576775,2.5472536608576775,1.7762036091005917
ABBV,39,2.8897624239325523,2.8897624239325523,2.004691325903018
ABBV,40,2.7097297832369804,2.7097297832369804,1.8743374461896698
ABBV,41,3.7660276517271996,3.7660276517271996,2.57277464551403
ABBV,42,4.478911355137825,4.478911355137825,3.026904993031223
ABBV,43,4.8459122478961945,4.8459122478961945,3.246189903217133
ABBV,44,5.827924907207489,5.827924907207489,3.8534281245254958
ABBV,45,6.834432750940323,6.834432750940323,4.459953345045529
ABBV,46,6.899897009134293,6.899897009134293,4.471741330309512
ABBV,47,6.489905029535294,6.489905029535294,4.190279458246258
ABBV,48,4.685156866908073,4.685156866908073,3.041519781298151
ABBV,49,3.1828009635210037,3.1828009635210037,2.0745672021297508
ABBV,50,2.5656281411647797,2.5656281411647797,1.6703307546978394
ABBV,51,0.048353612422943115,0.048353612422943115,0.031876598091308495
ABBV,52,0.3247592896223068,0.3247592896223068,0.21283131097478356
ABBV,53,2.281112849712372,2.281112849712372,1.4722555916926756
ABBV,54,1.6447573006153107,1.6447573006153107,1.0637416586184332
ABBV,55,1.6426723301410675,1.6426723301410675,1.0606096838542647
ABBV,56,1.281641110777855,1.281641110777855,0.8282010408903747
ABBV,57,1.3111876845359802,1.3111876845359802,0.8460912913516921
ABBV,58,6.00536921620369,6.00536921620369,3.7575828688462645
ABBV,59,6.444876164197922,6.444876164197922,4.016499996594445
ABBV,60,7.211201369762421,7.211201369762421,4.466246172367512
ABBV,61,7.5985793471336365,7.5985793471336365,4.6864310939542015
ABBV,62,6.555479973554611,6.555479973554611,4.060881045024111
ABBV,63,7.081865698099136,7.081865698099136,4.363172820295675
ABBV,64,9.272504955530167,9.272504955530167,5.623448959823504
ABBV,65,7.733661890029907,7.733661890029907,4.721981895024599
ABBV,66,5.895520657300949,5.895520657300949,3.630246846597064
ABBV,67,4.560442894697189,4.560442894697189,2.8241534650470914
ABBV,68,4.818597316741943,4.818597316741943,2.9737086623011564
ABBV,69,5.85710683465004,5.85710683465004,3.5867156920956296
ABBV,70,7.150896310806274,7.150896310806274,4.339926033491916
ABBV,71,7.594426363706589,7.594426363706589,4.591829247072308
ABBV,72,9.512415677309036,9.512415677309036,5.679054135706887
ABBV,73,6.026584476232529,6.026584476232529,3.6698236703415397
ABBV,74,6.830817013978958,6.830817013978958,4.136629814082893
ABBV,75,6.04616242647171,6.04616242647171,3.6777145078720133
ABBV,76,5.586793482303619,5.586793482303619,3.408451807383556
ABBV,77,6.663717597723007,6.663717597723007,4.040575837805093
ABBV,78,6.216735273599625,6.216735273599625,3.781469284916176
ABBV,79,9.525673866271973,9.525673866271973,5.683915552493094
ABBV,80,10.63669216632843,10.63669216632843,6.306214668760698
ABBV,81,13.149577975273132,13.149577975273132,7.678137566884168
ABBV,82,14.947292685508728,14.947292685508728,8.625594820601137
ABBV,83,16.320489048957825,16.320489048957825,9.32546115148889
ABBV,84,15.667886108160019,15.667886108160019,8.963834721654544
ADBE,0,30.776956729838275,30.776956729838275,5.814762796859211
ADBE,1,32.29430001360379,32.29430001360379,6.062153061575535
ADBE,2,46.521490780982276,46.521490780982276,8.459837619412507
ADBE,3,50.67502591065568,50.67502591065568,9.055094521114377
ADBE,4,32.52243258346789,32.52243258346789,5.926531089129144
ADBE,5,27.147119377623312,27.147119377623312,4.929207949121414
ADBE,6,29.1187377939641,29.1187377939641,5.198938813005894
ADBE,7,19.55511395056601,19.55511395056601,3.5053173896649916
ADBE,8,10.702836011590989,10.702836011590989,1.9258711267255084
ADBE,9,9.849327876770985,9.849327876770985,1.8207127101286678
ADBE,10,13.805604995213798,13.805604995213798,2.554653999977444
ADBE,11,17.06732548598302,17.06732548598302,3.1631932617705942
ADBE,12,36.36884806157468,36.36884806157468,6.978709567352875
ADBE,13,41.96298505928644,41.96298505928644,8.159559514037195
ADBE,14,44.722963205083886,44.722963205083886,8.801653868151645
ADBE,15,20.725632898898766,20.725632898898766,3.933205450881171
ADBE,16,10.688771162131161,10.688771162131161,2.0089409486106025
ADBE,17,6.587494230712764,6.587494230712764,1.2098244684504618
ADBE,18,24.45556398336339,24.45556398336339,4.377147898120264
